 NUM. Tp ...NombreB.. Id  # tg Plnt Nombre Gener.Area %per1 Ploa1 Pind1 PerF1 %per2 Ploa2 Pind2 PerF2 %per3 Ploa3 Pind3 PerF3 %per4 Ploa4 Pind4 PerF4 %per5 Ploa5 Pind5 PerF5 Icca
  974  0 Zaragocilla6 co                            1                                                                                                                            0
  975  0 Argos110     co                            1                                                                                                                            0
  987  0 Carmen110    co                            1                                                                                                                            0
  990  0 SnJacinto6   co                            1                                                                                                                            0
  991  0 Proelectric6 co  1  2 2009 PROELECTRIC1    1                                                                                                                            0
  991  0 Proelectric6 co  2  2 2012 PROELECTRIC2    1                                                                                                                            0
  992  0 Esmeralda2   co                            6                                                                                                                            0
  996  0 LaMiel2      co  1  1  504 MIEL I          6                                                                                                                            0
  996  0 LaMiel2      co  2  1  131 MIEL II         6                                                                                                                            0
  997  0 Virginia2    co                            6                                                                                                                            0
  999  0 SnFelipe2    co                            6                                                                                                                            0
 1000  0 Quibdo110    co                            6                                                                                                                            0
 1001  0 Certegui110  co                            6                                                                                                                            0
 1003  0 Papeles115   co                            6                                                                                                                            0
 1004  0 Pavas115     co                            6                                                                                                                            0
 1005  0 Enea2        co                            6                                                                                                                            0
 1006  0 Hermosa2     co                            6                                                                                                                            0
 1007  0 Cuba115      co                            6                                                                                                                            0
 1008  0 LaRosa115    co                            6                                                                                                                            0
 1009  0 Regivit115   co                            6                                                                                                                            0
 1017  0 Armenia115   co                            6                                                                                                                            0
 1018  0 Dorada115    co  1  2 1074 TERMODORADA1    6                                                                                                                            0
 1018  0 Dorada115    co  2  2 1076 TERMODORAGAS    6                                                                                                                            0
 1019  0 Dosquebrada1 co                            6                                                                                                                            0
 1020  0 Enea115      co                            6                                                                                                                            0
 1021  0 Hermosa115   co                            6                                                                                                                            0
 1022  0 InsulaCQR1   co                            6                                                                                                                            0
 1023  0 Irra115      co                            6                                                                                                                            0
 1024  0 Istmina110   co                            6                                                                                                                            0
 1025  0 Manizales1   co                            6                                                                                                                            0
 1026  0 Manzanares1  co                            6                                                                                                                            0
 1027  0 Mariquita1   co                            6                                                                                                                            0
 1028  0 Peralonso1   co                            6                                                                                                                            0
 1029  0 Salamina115  co                            6                                                                                                                            0
 1030  0 SnFelipe115  co                            6                                                                                                                            0
 1031  0 TebaidaNuev1 co                            6                                                                                                                            0
 1032  0 Viterbo115   co                            6                                                                                                                            0
 1033  0 EsmeraldaCQ1 co  1  1  207 ESMERALDA       6                                                                                                                            0
 1034  0 Insula3      co  1  1  205 INSULA          6                                                                                                                            0
 1035  0 SnFcisco115  co  1  1  209 SANFRANCISCO    6                                                                                                                            0
 1041  0 RioSucio115  co                            6                                                                                                                            0
 1043  0 VictoriaCQR1 co                            6                                                                                                                            0
 1051  0 Buencafe115  co                            6                                                                                                                            0
 1054  0 Paez2        co                            6                                                                                                                            0
 1055  0 SBernardino2 co                            6                                                                                                                            0
 1056  0 Popayan115   co                            6                                                                                                                            0
 1057  0 SBernardino1 co                            6                                                                                                                            0
 1058  0 Santander1   co                            6                                                                                                                            0
 1059  0 Paez115      co                            6                                                                                                                            0
 1060  0 ElZaque115   co                            6                                                                                                                            0
 1061  0 RioMayo115   co                            6                                                                                                                            0
 1062  0 FloridaCauc1 co                            6                                                                                                                            0
 1064  0 Catambuco1   co                            6                                                                                                                            0
 1065  0 Jamondino1   co                            6                                                                                                                            0
 1066  0 Ipiales115   co                            6                                                                                                                            0
 1067  0 Junin115     co                            6                                                                                                                            0
 1068  0 Pasto115     co                            6                                                                                                                            0
 1069  0 Mocoa115     co                            6                                                                                                                            0
 1074  0 Ipiales3     co                            6                                                                                                                            0
 1075  0 Tumaco115    co                            6                                                                                                                            0
 1082  0 Cerromatoso5 co                            1                                                                                                                            0
 1084  0 Urra2        co  1  1  101 URRA            1                                                                                                                            0
 1085  0 Apartado110  co                            1                                                                                                                            0
 1086  0 Urra110      co                            1                                                                                                                            0
 1088  0 Caucasia110  co                            1                                                                                                                            0
 1089  0 Cerromatoso3 co                            1                                                                                                                            0
