**** Planta:  102 GUATAPE      Penal:          -1.
2020  119.08  114.64  110.19  105.75  100.75   94.35   87.94   81.54   75.33   70.27   65.21   60.15    55.1   52.84   51.71   50.58   49.46   50.04   53.59    57.3   61.01   64.73   72.38    80.7   91.39    99.7  100.63  100.32  100.01    99.7   98.46   95.99   93.51   91.03   91.06   93.31   95.57   97.82  100.07   102.9  105.84  108.77   111.7  114.81  118.14  121.47   124.8  127.48  126.26  125.04  123.82   122.6
2021  119.08  114.64  110.19  105.75  100.75   94.35   87.94   81.54   75.33   70.27   65.21   60.15    55.1   52.84   51.71   50.58   49.46   50.04   53.59    57.3   61.01   64.73   72.38    80.7   91.39    99.7  100.63  100.32  100.01    99.7   98.46   95.99   93.51   91.03   91.06   93.31   95.57   97.82  100.07   102.9  105.84  108.77   111.7  114.81  118.14  121.47   124.8  127.48  126.26  125.04  123.82   122.6
2022  119.08  114.64  110.19  105.75  100.75   94.35   87.94   81.54   75.33   70.27   65.21   60.15    55.1   52.84   51.71   50.58   49.46   50.04   53.59    57.3   61.01   64.73   72.38    80.7                                                                                                                                                                                                                                
**** Planta:  213 GUAVIO       Penal:          -1.
A~NO ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12 .....13 .....14 .....15 .....16 .....17 .....18 .....19 .....20 .....21 .....22 .....23 .....24 .....25 .....26 .....27 .....28 .....29 .....30 .....31 .....32 .....33 .....34 .....35 .....36 .....37 .....38 .....39 .....40 .....41 .....42 .....43 .....44 .....45 .....46 .....47 .....48 .....49 .....50 .....51 .....52
2019                                                                                                                                                                                                  146.06  165.31   185.9  206.49  227.08  247.68  266.21   283.2  300.19  317.18  333.44  345.31  357.18  369.05  380.92  390.51  399.71  408.91  418.11  426.77  434.71  442.65  450.59  456.42  449.61  442.81  436.01   429.2
2020  409.57   384.8  360.02  335.25  307.36  271.64  235.93  200.22  165.58  137.37  109.16   80.95   52.74   40.19   33.89    27.6   21.31   24.01   38.72   53.42   68.13   82.83  102.08  121.32  146.06  165.31   185.9  206.49  227.08  247.68  266.21   283.2  300.19  317.18  333.44  345.31  357.18  369.05  380.92  390.51  399.71  408.91  418.11  426.77  434.71  442.65  450.59  456.42  449.61  442.81  436.01   429.2
2021  409.57   384.8  360.02  335.25  307.36  271.64  235.93  200.22  165.58  137.37  109.16   80.95   52.74   40.19   33.89    27.6   21.31   24.01   38.72   53.42   68.13   82.83  102.08  121.32  146.06  165.31   185.9  206.49  227.08  247.68  266.21   283.2  300.19  317.18  333.44  345.31  357.18  369.05  380.92  390.51  399.71  408.91  418.11  426.77  434.71  442.65  450.59  456.42  449.61  442.81  436.01   429.2
2022  409.57   384.8  360.02  335.25  307.36  271.64  235.93  200.22  165.58  137.37  109.16   80.95   52.74   40.19   33.89    27.6   21.31   24.01   38.72   53.42   68.13   82.83  102.08  121.32                                                                                                                                                                                                                                
**** Planta:  399 EL QUIMBO    Penal:          -1.
A~NO ......1 ......2 ......3 ......4 ......5 ......6 ......7 ......8 ......9 .....10 .....11 .....12 .....13 .....14 .....15 .....16 .....17 .....18 .....19 .....20 .....21 .....22 .....23 .....24 .....25 .....26 .....27 .....28 .....29 .....30 .....31 .....32 .....33 .....34 .....35 .....36 .....37 .....38 .....39 .....40 .....41 .....42 .....43 .....44 .....45 .....46 .....47 .....48 .....49 .....50 .....51 .....52
2019                                                                                                                                                                                                  869.82  925.03  975.75 1040.83 1158.09 1275.34 1367.46 1426.09 1484.72 1543.34 1601.97 1601.97 1601.97 1601.97 1601.97 1594.35 1583.69 1573.04 1586.29 1623.28 1669.91 1716.55 1763.19 1800.16 1779.15 1758.14 1737.13 1716.12
2020 1655.48 1578.99 1502.49    1426 1339.85 1229.57 1119.29 1009.01  902.05  814.94  727.83  656.34  624.36  598.07  576.04  554.01  531.98  519.29  529.95  578.68  633.54   688.4  743.61  798.83  869.82  925.03  975.75 1040.83 1158.09 1275.34 1367.46 1426.09 1484.72 1543.34 1601.97 1601.97 1601.97 1601.97 1601.97 1594.35 1583.69 1573.04 1586.29 1623.28 1669.91 1716.55 1763.19 1800.16 1779.15 1758.14 1737.13 1716.12
