!BCod ..Bus.Name.. LCod dd/mm/yyyy Llev ..Load.. Icca
  258 Palenque115     1 01/01/1970    4    43.71    0
  258 Palenque115     1 01/01/1970    5     40.2    0
  259 Bavaria115      1 01/01/1970    1     2.26    0
  259 Bavaria115      1 01/01/1970    2     2.06    0
  259 Bavaria115      1 01/01/1970    3     1.79    0
  259 Bavaria115      1 01/01/1970    4     2.22    0
  259 Bavaria115      1 01/01/1970    5       1.    0
  260 Bmanga115       1 01/01/1970    1      30.    0
  260 Bmanga115       1 01/01/1970    2    28.45    0
  260 Bmanga115       1 01/01/1970    3      27.    0
  260 Bmanga115       1 01/01/1970    4    19.26    0
  260 Bmanga115       1 01/01/1970    5    17.02    0
  261 NtpCPR1         1 01/01/1970    1     7.23    0
  261 NtpCPR1         1 01/01/1970    2     7.99    0
  261 NtpCPR1         1 01/01/1970    3     6.19    0
  261 NtpCPR1         1 01/01/1970    4      1.1    0
  261 NtpCPR1         1 01/01/1970    5     8.65    0
  262 Tunja115        1 01/01/1970    1     44.9    0
  262 Tunja115        1 01/01/1970    2    37.33    0
  262 Tunja115        1 01/01/1970    3    37.91    0
  262 Tunja115        1 01/01/1970    4     29.9    0
  262 Tunja115        1 01/01/1970    5    24.82    0
  263 Lizama115       1 01/01/1970    1     5.76    0
  263 Lizama115       1 01/01/1970    2     5.52    0
  263 Lizama115       1 01/01/1970    3     5.02    0
  263 Lizama115       1 01/01/1970    4     3.99    0
  263 Lizama115       1 01/01/1970    5     3.87    0
  264 SnSilvestre1    1 01/01/1970    1    38.93    0
  264 SnSilvestre1    1 01/01/1970    2    36.94    0
  264 SnSilvestre1    1 01/01/1970    3    31.76    0
  264 SnSilvestre1    1 01/01/1970    4    40.54    0
  264 SnSilvestre1    1 01/01/1970    5    26.55    0
  265 Ayacucho115     1 01/01/1970    1     6.14    0
  265 Ayacucho115     1 01/01/1970    2     5.05    0
